nombre_ciudad,densidad,ratio_energetico,ratio_cobertura_servicios,contaminacion,contaminacion_acumulada,estabilidad_media,tendencia_estabilidad,tendencia_contaminacion,bienestar,score_viabilidad,ciclos_ejecutados,colapso_detectado,saturacion_detectada,objetivo
Ciudad_0652_funcional_estable,0.6365,0.9927,0.9883,0.363,2.243,0.6195,-0.0362,0.0457,0.7536,73.8,6,false,false,FUNCIONAL
Ciudad_0882_funcional_estable,0.4377,1.0137,0.9072,0.3737,3.9903,0.5295,-0.06,0.0094,0.6815,74.37,11,false,true,FUNCIONAL
Ciudad_0178_colapso_o_critica,0.8379,0.5809,0.374,0.8304,9.6153,0.3866,-0.2528,0.217,0.2745,35.52,10,true,true,CRITICO
Ciudad_0368_saturada_o_inestable,0.858,0.8316,0.6524,0.5702,9.3967,0.5114,-0.0569,0.1925,0.4991,53.35,14,false,true,INESTABLE
Ciudad_1091_optima,0.1394,1.2298,1.2806,0.2823,2.1973,0.7695,0.0116,-0.0323,0.9085,88.37,8,false,false,OPTIMO
Ciudad_0413_saturada_o_inestable,0.8416,0.8708,0.8547,0.4675,5.1597,0.6178,-0.0201,0.1528,0.6926,51.88,9,false,true,INESTABLE
Ciudad_0649_funcional_estable,0.3584,0.9671,0.948,0.3151,5.1889,0.6108,-0.0091,0.0724,0.7444,74.02,14,false,false,FUNCIONAL
Ciudad_0466_saturada_o_inestable,0.5794,0.9266,0.5842,0.7998,5.9193,0.506,-0.159,0.0611,0.4698,56.38,7,false,false,INESTABLE
Ciudad_1052_optima,0.261,1.3801,0.9643,0.0814,1.0493,0.8006,0.1074,0.0158,0.8824,88.86,9,false,false,OPTIMO
Ciudad_0254_colapso_o_critica,0.8828,0.3668,0.612,0.7351,8.0234,0.1719,-0.2381,0.1481,0.3861,31.17,10,true,true,CRITICO
Ciudad_0346_saturada_o_inestable,0.7739,0.723,0.6385,0.4719,3.8514,0.5007,-0.1758,0.0609,0.5052,53.3,8,false,true,INESTABLE
Ciudad_1087_optima,0.2651,1.0057,1.2191,0.066,0.8695,0.8802,0.0971,-0.0106,0.9554,91.31,14,false,false,OPTIMO
Ciudad_0440_saturada_o_inestable,0.8508,0.8988,0.7912,0.4947,2.1567,0.4662,-0.0119,0.0812,0.6188,58,4,false,true,INESTABLE
Ciudad_0436_saturada_o_inestable,0.6146,0.8948,0.5903,0.5762,6.5626,0.5479,-0.0851,0.1332,0.5276,56.77,10,false,true,INESTABLE
Ciudad_0455_saturada_o_inestable,0.6687,0.8556,0.842,0.5928,9.1034,0.5098,-0.0639,0.1954,0.5678,52.16,13,false,true,INESTABLE
Ciudad_1086_optima,0.4879,1.3911,1.1863,0.29,2.09,0.8804,0.0324,-0.0122,0.9556,83.5,7,false,false,OPTIMO
Ciudad_1101_optima,0.403,1.0407,0.8824,0.0899,0.6504,0.901,0.028,-0.0653,0.9015,86.26,5,false,false,OPTIMO
Ciudad_0797_funcional_estable,0.5273,0.9453,0.9024,0.263,2.7825,0.7156,-0.0307,0.0562,0.7461,66.84,9,false,false,FUNCIONAL
Ciudad_0306_saturada_o_inestable,0.8128,0.7617,0.6872,0.5722,3.9463,0.4905,-0.1693,0.1952,0.5398,52.76,6,false,true,INESTABLE
Ciudad_0037_colapso_o_critica,0.8929,0.4952,0.5629,0.9848,4.354,0.2186,-0.3757,0.1518,0.2557,30.38,4,false,true,CRITICO
Ciudad_0767_funcional_estable,0.6624,0.9066,0.9483,0.4533,2.1603,0.6601,0.0033,0.0492,0.7187,69.78,5,false,false,FUNCIONAL
Ciudad_0736_funcional_estable,0.6093,0.9418,0.7824,0.5334,4.3565,0.697,-0.0308,0.0085,0.6739,67.95,8,false,true,FUNCIONAL
Ciudad_0051_colapso_o_critica,0.9217,0.3787,0.4361,0.7942,13.8,0.1303,-0.3262,0.3493,0.2515,25.45,14,true,true,CRITICO
Ciudad_1186_optima,0.3891,1.0527,1.2093,0.0678,0.4209,0.7788,-0.003,-0.0517,0.9296,86.78,4,false,false,OPTIMO
Ciudad_0028_colapso_o_critica,0.9318,0.1961,0.2932,0.9371,11.2383,0.2118,-0.2095,0.3378,0.2129,17.31,10,true,true,CRITICO
Ciudad_0639_funcional_estable,0.6519,1.0113,1.0142,0.4113,2.8388,0.6482,-0.0298,-0.01,0.7351,73.76,7,false,false,FUNCIONAL
Ciudad_0259_colapso_o_critica,0.8876,0.4713,0.5217,1.0,6.1924,0.2724,-0.375,0.4223,0.3013,29.91,5,false,true,CRITICO
Ciudad_0933_optima,0.2686,1.1531,0.9818,0.2237,2.64,0.7461,0.0049,-0.0651,0.8191,85.83,12,false,false,OPTIMO
Ciudad_0666_funcional_estable,0.4207,0.7979,0.7873,0.5377,2.0853,0.5675,-0.0362,0.092,0.5778,65.56,4,false,false,FUNCIONAL
Ciudad_1158_optima,0.3143,1.468,1.1198,0.1354,1.2325,0.7411,0.0719,-0.0213,0.8419,86.5,9,false,false,OPTIMO
Ciudad_0061_colapso_o_critica,0.8865,0.3477,0.7362,0.7251,5.9672,0.4244,-0.1854,0.2579,0.4615,24.69,7,false,true,CRITICO
Ciudad_0821_funcional_estable,0.3993,0.8811,0.942,0.3694,3.3641,0.5575,0.0257,-0.0096,0.7239,73.49,9,false,false,FUNCIONAL
Ciudad_0078_colapso_o_critica,0.8226,0.4992,0.6014,0.7522,6.8651,0.0929,-0.2864,0.2208,0.3038,33.63,8,true,true,CRITICO
Ciudad_0787_funcional_estable,0.4418,0.9428,0.988,0.4286,2.9411,0.6713,-0.0431,0.0507,0.7443,74.84,6,false,false,FUNCIONAL
Ciudad_0215_colapso_o_critica,0.8981,0.3368,0.3263,0.659,6.3894,0.1102,-0.2859,0.4259,0.2215,24.3,7,true,true,CRITICO
Ciudad_0214_colapso_o_critica,0.7504,0.5944,0.615,0.834,10.3768,0.3797,-0.2339,0.3216,0.3735,31.09,10,false,true,CRITICO
Ciudad_0881_funcional_estable,0.3965,1.052,0.7988,0.3812,1.4911,0.6642,0.0027,0.0007,0.7323,75.61,4,false,false,FUNCIONAL
Ciudad_0745_funcional_estable,0.6484,0.9171,0.9244,0.3364,3.8222,0.717,-0.049,-0.0155,0.7786,72.74,11,false,false,FUNCIONAL
Ciudad_0846_funcional_estable,0.4556,1.0267,1.0065,0.4617,6.7523,0.5487,0.0162,0.0404,0.6411,74.94,14,false,false,FUNCIONAL
Ciudad_1136_optima,0.1439,1.4562,1.0396,0.2488,2.5084,0.8326,0.0094,-0.0292,0.91,90.04,10,false,false,OPTIMO
Ciudad_0064_colapso_o_critica,0.8733,0.5448,0.3576,0.7381,11.1243,0.156,-0.1188,0.2224,0.2563,30.35,13,true,true,CRITICO
Ciudad_0060_colapso_o_critica,0.7479,0.4864,0.4041,0.9122,11.4632,0.417,-0.3608,0.4409,0.3457,34.94,10,true,true,CRITICO
Ciudad_1051_optima,0.2608,1.3383,1.0852,0.2124,2.3833,0.7942,0.0517,-0.0257,0.8371,87.48,12,false,false,OPTIMO
Ciudad_0057_colapso_o_critica,0.8239,0.2933,0.2927,0.7943,9.781,0.1327,-0.2706,0.3313,0.1554,22.45,10,false,true,CRITICO
Ciudad_0237_colapso_o_critica,0.9103,0.3245,0.6042,0.8413,4.541,0.2976,-0.1813,0.1748,0.3693,30.32,5,true,true,CRITICO
Ciudad_0122_colapso_o_critica,0.7711,0.302,0.4286,0.7487,5.7427,0.3887,-0.3572,0.3592,0.3821,32.24,6,true,true,CRITICO
Ciudad_0055_colapso_o_critica,0.9299,0.2751,0.5053,0.6862,9.97,0.3825,-0.1285,0.4229,0.4002,30.74,11,true,true,CRITICO
Ciudad_0199_colapso_o_critica,0.9729,0.4916,0.5838,0.7695,6.5914,0.3514,-0.0876,0.3095,0.4079,34.99,7,true,true,CRITICO
Ciudad_0442_saturada_o_inestable,0.6878,0.8365,0.8686,0.5682,6.6837,0.4133,-0.097,0.2103,0.5541,54.02,10,false,true,INESTABLE
Ciudad_1044_optima,0.3009,1.0495,1.1229,0.1399,2.0266,0.8845,0.0963,0.0003,0.9876,89.57,13,false,false,OPTIMO
Ciudad_0765_funcional_estable,0.5404,0.9779,0.9971,0.5525,5.9954,0.689,0.0524,-0.0123,0.7402,74.07,11,false,false,FUNCIONAL
Ciudad_0888_funcional_estable,0.516,0.8977,0.922,0.2961,3.6205,0.689,0.0295,0.0925,0.7868,74.9,11,false,false,FUNCIONAL
Ciudad_0333_saturada_o_inestable,0.821,0.6613,0.5868,0.515,4.6846,0.5924,-0.0893,0.1255,0.5947,50.97,8,false,true,INESTABLE
Ciudad_0194_colapso_o_critica,0.8081,0.284,0.5773,0.7659,3.6136,0.4757,-0.1442,0.2769,0.4566,35.51,4,true,true,CRITICO
Ciudad_1123_optima,0.396,1.0011,0.9692,0.2545,1.7639,0.8306,0.1014,-0.0338,0.9141,84.26,7,false,false,OPTIMO
Ciudad_0696_funcional_estable,0.4002,0.8959,0.979,0.3851,3.4816,0.5987,0.0145,0.0848,0.6974,75.17,8,false,true,FUNCIONAL
Ciudad_1057_optima,0.2214,1.0643,1.1059,0.2172,3.1113,0.8073,0.0725,0.0046,0.9112,88.46,14,false,false,OPTIMO
Ciudad_0884_funcional_estable,0.4878,0.8804,0.9207,0.3263,2.0214,0.5762,-0.0068,0.0619,0.7299,72.3,6,false,false,FUNCIONAL
Ciudad_0015_colapso_o_critica,0.9649,0.2746,0.6531,0.8483,9.5768,0.436,-0.1137,0.38,0.4374,31.62,9,true,true,CRITICO
Ciudad_0614_funcional_estable,0.492,1.0054,0.8918,0.2937,1.2302,0.7308,-0.0492,0.052,0.796,68.25,4,false,false,FUNCIONAL
Ciudad_0132_colapso_o_critica,0.9543,0.3081,0.3017,0.9162,14.4241,0.438,-0.2589,0.1973,0.2903,24.67,14,true,true,CRITICO
Ciudad_0852_funcional_estable,0.5194,0.9179,0.9293,0.3117,2.8981,0.773,0.0455,0.0029,0.7837,74.81,9,false,false,FUNCIONAL
Ciudad_0260_colapso_o_critica,0.9209,0.5842,0.6564,0.8288,6.5045,0.1252,-0.1739,0.1985,0.2702,34.39,7,true,true,CRITICO
Ciudad_1109_optima,0.3399,1.4228,0.9589,0.0997,1.229,0.8509,0.0496,-0.0568,0.8783,87.9,10,false,false,OPTIMO
Ciudad_0789_funcional_estable,0.5674,1.048,0.9002,0.5259,6.5631,0.7117,0.0397,0.0506,0.6764,73.0,12,false,false,FUNCIONAL
Ciudad_0591_saturada_o_inestable,0.6152,0.7158,0.7419,0.5275,7.0641,0.5465,-0.0239,0.2119,0.5817,51.65,11,false,false,INESTABLE
Ciudad_0674_funcional_estable,0.4641,1.0644,0.9382,0.5293,4.6574,0.6945,0.0209,0.0061,0.7259,75.43,9,false,true,FUNCIONAL
Ciudad_0273_colapso_o_critica,0.9651,0.4204,0.5042,0.9946,8.5905,0.0636,-0.2338,0.3972,0.1611,22.64,7,true,true,CRITICO
Ciudad_1175_optima,0.3336,1.2077,0.9992,0.0643,0.4306,0.8454,0.0337,0.0172,0.9177,89.25,9,false,false,OPTIMO
Ciudad_0534_saturada_o_inestable,0.7997,0.9036,0.6945,0.5212,6.6448,0.4679,-0.1447,0.0916,0.5179,57.03,12,false,true,INESTABLE
Ciudad_0600_saturada_o_inestable,0.5666,0.832,0.8628,0.6229,4.5582,0.6306,-0.0614,0.0787,0.6012,51.65,7,false,false,INESTABLE
Ciudad_0774_funcional_estable,0.4413,0.8733,1.0079,0.3319,2.8453,0.6428,0.0011,0.0391,0.7651,75.88,8,false,false,FUNCIONAL
Ciudad_0314_saturada_o_inestable,0.6076,0.8711,0.7747,0.536,8.764,0.4341,-0.0075,0.1662,0.5768,52.63,14,false,false,INESTABLE
Ciudad_1112_optima,0.2386,1.0399,1.15,0.2432,2.6579,0.9049,0.0212,-0.0408,0.9253,89.68,11,false,false,OPTIMO
Ciudad_0247_colapso_o_critica,0.9769,0.6113,0.3719,0.9926,9.5751,0.092,-0.3391,0.1669,0.1312,25.13,9,true,true,CRITICO
Ciudad_0960_optima,0.233,1.1268,1.0687,0.2708,3.1089,0.8711,0.0319,-0.0184,0.8745,88.7,11,false,false,OPTIMO
Ciudad_1198_optima,0.277,1.4347,1.2519,0.316,1.2395,0.9096,0.0557,-0.024,0.9252,87.91,4,false,false,OPTIMO
Ciudad_0318_saturada_o_inestable,0.8279,0.8361,0.6102,0.6094,8.9806,0.3871,-0.0241,0.1713,0.4597,50.15,13,false,true,INESTABLE
Ciudad_0827_funcional_estable,0.5934,0.7922,0.8361,0.5116,6.7677,0.5703,-0.0592,-0.0078,0.6495,63.39,13,false,false,FUNCIONAL
Ciudad_1025_optima,0.3253,1.4006,0.9699,0.2075,1.8223,0.7776,0.053,-0.0479,0.8188,85.33,9,false,false,OPTIMO
Ciudad_1037_optima,0.3535,1.2559,1.0466,0.0882,1.0299,0.9525,0.0632,-0.0642,0.995,90.66,11,false,false,OPTIMO
Ciudad_0993_optima,0.322,1.0538,0.9917,0.096,1.2484,0.8178,0.1021,-0.0186,0.8493,88.31,12,false,false,OPTIMO
Ciudad_0179_colapso_o_critica,0.8523,0.3784,0.5252,1.0,8.1647,0.2764,-0.2129,0.3242,0.2736,28.45,7,true,true,CRITICO
Ciudad_1068_optima,0.3918,1.2364,0.9883,0.3435,4.4819,0.7148,0.0568,-0.0386,0.7699,81.07,13,false,false,OPTIMO
Ciudad_1062_optima,0.4523,1.3934,1.2518,0.129,1.3674,0.7792,0.0941,-0.0031,0.9616,84.6,12,false,false,OPTIMO
Ciudad_0621_funcional_estable,0.4905,0.9314,0.8753,0.5447,4.4848,0.7283,0.0036,-0.0108,0.7184,72.38,8,false,false,FUNCIONAL
Ciudad_1002_optima,0.3592,1.2779,1.1833,0.2356,2.9317,0.8687,0.0602,-0.0138,0.9356,86.66,13,false,false,OPTIMO
Ciudad_0408_saturada_o_inestable,0.7896,0.769,0.8563,0.6758,3.6373,0.6318,-0.0823,0.0725,0.5879,57.89,5,false,true,INESTABLE
Ciudad_0190_colapso_o_critica,0.9365,0.2623,0.467,0.9222,11.5672,0.2346,-0.3164,0.2478,0.262,23.03,11,true,true,CRITICO
Ciudad_0086_colapso_o_critica,0.8177,0.5805,0.2905,0.7353,5.4999,0.1619,-0.3661,0.3537,0.2341,31.18,6,false,true,CRITICO
Ciudad_1117_optima,0.2144,1.2179,1.1057,0.3002,1.1817,0.8343,-0.0066,0.0032,0.8856,87.89,4,false,false,OPTIMO
Ciudad_0327_saturada_o_inestable,0.71,0.8181,0.7662,0.63,8.2679,0.4511,-0.1194,0.1186,0.4989,56.15,12,false,true,INESTABLE
Ciudad_1014_optima,0.3226,1.0471,1.0412,0.2849,1.7122,0.7297,0.0092,0.0075,0.8197,83.87,6,false,false,OPTIMO
Ciudad_0046_colapso_o_critica,0.7793,0.3849,0.3574,0.984,5.596,0.2824,-0.1982,0.2135,0.2211,27.07,5,true,false,CRITICO
Ciudad_0730_funcional_estable,0.6285,1.1157,0.9907,0.4982,7.3993,0.7411,0.002,0.0364,0.7301,74.59,14,false,false,FUNCIONAL
Ciudad_1084_optima,0.204,1.4606,0.8859,0.0643,1.097,0.9545,0.0273,0.0349,0.9578,91.76,14,false,false,OPTIMO
Ciudad_0769_funcional_estable,0.4656,1.0595,0.7872,0.2986,3.426,0.7363,-0.0268,0.0018,0.7435,67.32,11,false,false,FUNCIONAL
Ciudad_1016_optima,0.4762,1.1207,1.2718,0.226,2.7589,0.7715,0.0885,-0.0445,0.9735,82.52,12,false,false,OPTIMO
Ciudad_0835_funcional_estable,0.6036,0.8404,1.0016,0.414,3.564,0.6757,0.028,0.0561,0.7545,71.24,8,false,false,FUNCIONAL
Ciudad_0831_funcional_estable,0.5339,1.0646,0.9893,0.4321,3.954,0.6746,-0.0005,0.0381,0.7259,71.79,9,false,false,FUNCIONAL
Ciudad_0522_saturada_o_inestable,0.6955,0.6546,0.8039,0.6407,2.6881,0.476,-0.0192,0.0635,0.5086,53.44,4,false,false,INESTABLE
Ciudad_0141_colapso_o_critica,0.9571,0.5433,0.2353,0.9217,15.018,0.1298,-0.3529,0.2718,0.1728,22.92,14,false,true,CRITICO
Ciudad_0337_saturada_o_inestable,0.7709,0.7771,0.6471,0.5678,8.37,0.4978,-0.0299,0.0513,0.5284,53.39,14,false,true,INESTABLE
Ciudad_1093_optima,0.4202,1.3253,1.225,0.0809,0.4915,0.9407,0.1047,0.0299,0.9679,89.2,6,false,false,OPTIMO
Ciudad_1097_optima,0.1827,1.3378,0.9354,0.0637,0.2266,0.8912,0.0418,-0.0462,0.8914,91.92,4,false,false,OPTIMO
Ciudad_0488_saturada_o_inestable,0.6504,0.7217,0.7213,0.7224,5.0378,0.4919,-0.0098,0.1793,0.5246,53.46,6,false,false,INESTABLE
Ciudad_0104_colapso_o_critica,0.7616,0.3169,0.3601,0.6867,10.6981,0.4347,-0.2014,0.2746,0.3277,33.28,13,false,true,CRITICO
Ciudad_0605_funcional_estable,0.4985,0.9078,0.839,0.5198,4.8494,0.6382,0.0503,0.0587,0.6685,69.47,9,false,false,FUNCIONAL
Ciudad_1125_optima,0.1602,1.3684,0.9674,0.2432,2.1994,0.8277,-0.0171,-0.0324,0.8387,89.05,9,false,false,OPTIMO
Ciudad_0720_funcional_estable,0.6213,0.911,0.7835,0.4147,4.9097,0.63,-0.0499,0.0683,0.6894,67.4,11,false,true,FUNCIONAL
Ciudad_1147_optima,0.3638,1.0259,0.8977,0.0743,0.9185,0.9094,-0.0005,-0.0503,0.9347,87.75,11,false,false,OPTIMO
Ciudad_1120_optima,0.1629,1.2415,1.1581,0.0602,0.2227,0.8447,0.0241,0.0256,0.9823,92.73,4,false,false,OPTIMO
Ciudad_0193_colapso_o_critica,0.7699,0.3502,0.475,0.7254,7.281,0.1988,-0.2511,0.1903,0.2911,30.95,9,true,false,CRITICO
Ciudad_0377_saturada_o_inestable,0.8091,0.7893,0.8534,0.4416,3.2461,0.4005,-0.1215,0.1558,0.5912,57.0,6,false,true,INESTABLE
Ciudad_0654_funcional_estable,0.5665,0.8416,1.0214,0.4493,5.4329,0.6769,0.0343,0.0419,0.7745,71.51,12,false,false,FUNCIONAL
Ciudad_0058_colapso_o_critica,0.751,0.2388,0.6836,0.9255,5.5583,0.1781,-0.2564,0.2773,0.3029,29.3,5,true,true,CRITICO
Ciudad_1099_optima,0.4082,1.2218,1.1956,0.2185,2.5925,0.8455,0.1123,-0.0459,0.927,85.47,12,false,false,OPTIMO
Ciudad_1034_optima,0.3427,1.0914,0.9266,0.052,0.5112,0.8567,0.0148,-0.025,0.8545,88.03,10,false,false,OPTIMO
Ciudad_1107_optima,0.4401,1.2553,1.1012,0.1624,1.5179,0.7584,0.0462,0.0302,0.8927,83.93,8,false,false,OPTIMO
Ciudad_0896_funcional_estable,0.5928,0.8322,0.8402,0.4543,5.8944,0.655,-0.0234,0.0889,0.6726,67.04,12,false,false,FUNCIONAL
Ciudad_0324_saturada_o_inestable,0.8219,0.8634,0.7154,0.4612,6.3926,0.5243,0.0094,0.2023,0.5786,54.01,11,false,true,INESTABLE
Ciudad_0332_saturada_o_inestable,0.6389,0.7065,0.712,0.5684,5.3962,0.5952,-0.0588,0.1789,0.622,57.5,8,false,true,INESTABLE
Ciudad_0421_saturada_o_inestable,0.6666,0.8864,0.7172,0.5889,7.2138,0.5721,-0.052,0.212,0.5924,53.64,10,false,false,INESTABLE
Ciudad_0899_funcional_estable,0.4346,0.9827,0.925,0.4461,2.8605,0.6974,-0.0406,0.0763,0.7381,66.71,6,false,false,FUNCIONAL
Ciudad_0176_colapso_o_critica,0.7431,0.6127,0.683,0.7384,4.0279,0.3482,-0.1358,0.4282,0.4048,31.05,4,false,true,CRITICO
Ciudad_0458_saturada_o_inestable,0.6384,0.6972,0.7616,0.5748,5.4686,0.393,-0.0872,0.0827,0.5331,54.13,9,false,true,INESTABLE
Ciudad_1050_optima,0.4592,1.147,1.2023,0.2694,1.4555,0.7968,0.1017,0.0398,0.8942,82.71,5,false,false,OPTIMO
Ciudad_0941_optima,0.3925,1.3461,1.2276,0.2155,1.4774,0.8596,0.0129,0.0354,0.9794,86.11,6,false,false,OPTIMO
Ciudad_0148_colapso_o_critica,0.8355,0.5349,0.3467,0.691,10.2007,0.4736,-0.2897,0.2842,0.4003,37.7,12,true,false,CRITICO
Ciudad_1078_optima,0.4507,1.156,1.2584,0.186,1.316,0.8759,0.1175,-0.0297,0.9647,85.71,7,false,false,OPTIMO
Ciudad_1178_optima,0.2559,1.0691,1.095,0.3242,4.5552,0.97,0.0518,-0.0194,0.9146,89.42,14,false,false,OPTIMO
Ciudad_0414_saturada_o_inestable,0.7708,0.5635,0.7427,0.4986,4.7125,0.4537,-0.1161,0.1481,0.5436,50.12,8,false,true,INESTABLE
Ciudad_0264_colapso_o_critica,0.9608,0.4151,0.4914,0.6957,3.1657,0.3296,-0.2361,0.2461,0.3576,32.15,4,true,true,CRITICO
Ciudad_0074_colapso_o_critica,0.7585,0.4958,0.6241,0.9768,7.3653,0.3742,-0.3781,0.4126,0.3371,37.54,6,true,false,CRITICO
Ciudad_0481_saturada_o_inestable,0.6019,0.8542,0.7788,0.657,6.9078,0.5966,-0.0017,0.2007,0.5758,52.74,9,false,true,INESTABLE
Ciudad_0209_colapso_o_critica,0.7978,0.3611,0.6054,0.8964,9.1889,0.2448,-0.2665,0.2185,0.3489,31.63,9,false,true,CRITICO
Ciudad_1108_optima,0.3032,1.0263,1.2351,0.29,3.7345,0.947,0.0667,-0.0603,0.9465,88.53,13,false,false,OPTIMO
Ciudad_1020_optima,0.2894,1.0581,1.0615,0.1665,2.108,0.8963,0.0854,0.0281,0.9052,89.64,11,false,false,OPTIMO
Ciudad_1035_optima,0.3823,1.0357,0.9302,0.1531,1.5091,0.9267,0.1158,0.0332,0.9132,87.2,10,false,false,OPTIMO
Ciudad_0551_saturada_o_inestable,0.6678,0.8679,0.5495,0.7094,6.5701,0.5775,-0.1497,0.2101,0.513,55.24,8,false,true,INESTABLE
Ciudad_0545_saturada_o_inestable,0.8194,0.6484,0.779,0.688,3.2015,0.5426,-0.1223,0.1979,0.5644,50.94,4,false,true,INESTABLE
Ciudad_0124_colapso_o_critica,0.9647,0.3575,0.3505,0.7351,3.4464,0.2907,-0.3443,0.1863,0.3069,26.44,4,false,true,CRITICO
Ciudad_0735_funcional_estable,0.4067,0.9537,0.8709,0.4801,3.5366,0.5729,-0.0106,0.0411,0.6488,72.38,7,false,false,FUNCIONAL
Ciudad_0905_optima,0.4532,1.1316,1.0245,0.2058,1.1091,0.7709,0.0401,0.0079,0.8348,83.27,5,false,false,OPTIMO
Ciudad_1139_optima,0.1668,1.1661,0.912,0.1881,2.4129,0.7717,0.0157,-0.0538,0.8519,87.52,13,false,false,OPTIMO
Ciudad_0678_funcional_estable,0.3989,1.0448,0.8834,0.4803,3.0812,0.6488,0.0453,0.0182,0.6882,75.46,6,false,false,FUNCIONAL
Ciudad_0770_funcional_estable,0.5759,0.9916,0.8202,0.449,2.4706,0.6259,-0.0541,-0.0169,0.6514,70.46,5,false,false,FUNCIONAL
Ciudad_0088_colapso_o_critica,0.8105,0.2106,0.3563,0.8795,13.2267,0.0932,-0.2632,0.4006,0.1485,19.86,12,true,true,CRITICO
Ciudad_0940_optima,0.1926,1.2078,0.9924,0.0595,0.7617,0.796,0.0623,-0.0234,0.8851,91.02,12,false,false,OPTIMO
Ciudad_0759_funcional_estable,0.578,0.9165,0.9498,0.5026,2.7048,0.6178,-0.0544,0.0057,0.68,70.16,5,false,true,FUNCIONAL
Ciudad_0364_saturada_o_inestable,0.7973,0.7465,0.7592,0.5051,6.5334,0.5384,-0.1591,0.0848,0.5713,56.09,12,false,true,INESTABLE
Ciudad_0336_saturada_o_inestable,0.5997,0.8348,0.8232,0.6931,9.6405,0.5484,-0.1496,0.0886,0.5749,48.57,13,false,false,INESTABLE
Ciudad_0915_optima,0.1789,1.0229,1.0783,0.3154,4.1835,0.9804,0.0921,0.0321,0.9203,91.3,13,false,false,OPTIMO
Ciudad_0144_colapso_o_critica,0.7269,0.3929,0.3125,0.7892,14.1897,0.2025,-0.2053,0.3983,0.2266,28.75,14,false,true,CRITICO
Ciudad_0233_colapso_o_critica,0.8937,0.3401,0.689,0.9915,8.0872,0.1515,-0.1473,0.3264,0.2692,27.57,7,true,true,CRITICO
Ciudad_0486_saturada_o_inestable,0.6821,0.6428,0.845,0.5746,8.035,0.3793,-0.074,0.0779,0.5764,53.3,13,false,true,INESTABLE
Ciudad_0552_saturada_o_inestable,0.5969,0.7586,0.5883,0.4964,8.1095,0.4008,-0.0492,0.1618,0.5004,54.36,14,false,false,INESTABLE
Ciudad_0126_colapso_o_critica,0.9867,0.198,0.6886,0.756,4.9362,0.177,-0.3288,0.3616,0.3313,26.19,5,true,true,CRITICO
Ciudad_0842_funcional_estable,0.6192,1.0533,0.8065,0.4191,4.7775,0.5856,-0.0341,0.0886,0.6126,69.17,10,false,false,FUNCIONAL
Ciudad_0111_colapso_o_critica,0.8102,0.3311,0.6473,0.9868,7.1272,0.1276,-0.121,0.3479,0.2157,27.77,6,true,true,CRITICO
Ciudad_0497_saturada_o_inestable,0.8784,0.713,0.6049,0.5038,8.4518,0.569,-0.1045,0.1864,0.5682,51.18,14,false,true,INESTABLE
Ciudad_0544_saturada_o_inestable,0.747,0.7452,0.5795,0.5603,3.6853,0.4712,-0.0297,0.1124,0.4847,51.3,6,false,true,INESTABLE
Ciudad_0383_saturada_o_inestable,0.7839,0.753,0.7505,0.7613,5.2124,0.3905,-0.0967,0.1831,0.4551,49.55,6,false,false,INESTABLE
Ciudad_1096_optima,0.1822,1.3398,1.0237,0.2316,1.5864,0.7759,0.0983,-0.0415,0.858,88.4,7,false,false,OPTIMO
Ciudad_0319_saturada_o_inestable,0.5628,0.6955,0.7947,0.4465,3.5424,0.4255,-0.0286,0.0659,0.5651,53.95,7,false,false,INESTABLE
Ciudad_1116_optima,0.3629,1.169,1.023,0.0423,0.4257,0.8114,-0.0157,-0.0093,0.9288,88.34,9,false,false,OPTIMO
Ciudad_1177_optima,0.1765,1.4118,1.0047,0.3147,3.942,0.9035,0.0258,0.0057,0.8835,89.82,12,false,false,OPTIMO
Ciudad_0123_colapso_o_critica,0.9033,0.3207,0.369,0.7745,3.8648,0.2499,-0.2358,0.3085,0.3186,25.71,4,true,true,CRITICO
Ciudad_0483_saturada_o_inestable,0.7537,0.5805,0.6447,0.6174,3.3058,0.6161,-0.1734,0.0906,0.5822,50.39,5,false,false,INESTABLE
Ciudad_0815_funcional_estable,0.6006,1.0458,0.8578,0.4665,4.4576,0.6105,0.0226,0.0643,0.6558,70.36,9,false,false,FUNCIONAL
Ciudad_0256_colapso_o_critica,0.767,0.6318,0.7571,0.869,12.1784,0.1753,-0.2271,0.4482,0.3151,32.68,11,false,true,CRITICO
Ciudad_0592_saturada_o_inestable,0.6267,0.7334,0.7734,0.534,7.7916,0.4413,-0.077,0.1033,0.5684,57.08,13,false,true,INESTABLE
Ciudad_1124_optima,0.3306,1.3634,0.9653,0.1961,0.9794,0.8265,0.0494,-0.0698,0.8489,86.28,5,false,false,OPTIMO
Ciudad_1029_optima,0.2614,1.3417,0.9027,0.1541,1.0777,0.8289,0.0275,-0.0268,0.8858,87.09,7,false,false,OPTIMO
Ciudad_0101_colapso_o_critica,0.8707,0.4445,0.6794,0.899,8.9935,0.348,-0.1543,0.1893,0.3668,35.76,9,true,true,CRITICO
Ciudad_0257_colapso_o_critica,0.8139,0.5764,0.5938,0.8727,12.426,0.1708,-0.3754,0.3045,0.3161,35.33,12,false,false,CRITICO
Ciudad_0953_optima,0.4333,1.365,1.1995,0.2896,1.2461,0.8791,0.0796,-0.019,0.925,84.57,5,false,false,OPTIMO
